Title,Total Earnings,Foriegn Earnings,Year,IMDB
Only God Forgives,"$10,600,000 ","$779,000 ",2013,5.7
The Past,"$10,600,000 ","$1,300,000 ",2013,7.8
Love is All You Need,"$10,000,000 ","$1,600,000 ",2013,7.8
Bullet to the Head,"$9,500,000 ","$9,500,000 ",2013,7.8
Tyler Perry Presents Peeples,"$9,300,000 ","$9,200,000 ",2013,7.8
Jerusalem,"$9,300,000 ","$8,000,000 ",2013,7.3
The Fifth Estate,"$8,600,000 ","$3,300,000 ",2013,6.2
Upside Down,"$8,100,000 ","$105,000 ",2013,-1
Metallica Through the Never,"$8,000,000 ","$3,400,000 ",2013,7.2
Pulling Strings,"$7,900,000 ","$5,800,000 ",2013,6
Black Nativity,"$7,500,000 ","$7,000,000 ",2013,4.5
Blue Is the Warmest Color,"$7,400,000 ","$2,200,000 ",2013,7.8
Unfinished Song,"$7,000,000 ","$1,700,000 ",2013,7.8
The Angels' Share,"$7,000,000 ","$347,000 ",2013,7.8
The Spectacular Now,"$6,900,000 ","$6,900,000 ",2013,7.1
The Sweeney,"$6,300,000 ","$26,700 ",2013,7.1
Believe,"$6,200,000 ","$6,200,000 ",2013,5.7
Matru Ki Bijlee Ka Mandola,"$6,000,000 ", $-   ,2013,5.7
Closed Circuit,"$5,800,000 ","$5,800,000 ",2013,6.2
Populaire,"$5,500,000 ","$179,000 ",2013,6.2
Broken Circle Breakdown,"$5,500,000 ","$175,000 ",2013,6.2
Fists of Legend,"$5,400,000 ","$134,000 ",2013,6.8
Chennai Express,"$5,300,000 ","$5,300,000 ",2013,6
20 Feet from Stardom,"$4,900,000 ","$4,900,000 ",2013,7.4
Oldboy (2013),"$4,900,000 ","$2,200,000 ",2013,7.4
Commitment,"$4,500,000 ","$76,500 ",2013,6.7
White Elephant,"$4,400,000 ","$8,900 ",2013,-1
Much Ado About Nothing (2013),"$4,300,000 ","$4,300,000 ",2013,-1
Frances Ha,"$4,100,000 ","$4,100,000 ",2013,-1
You Will Be My Son,"$3,900,000 ","$285,000 ",2013,-1
Yeh Jawaani Hai Deewani,"$3,800,000 ","$3,800,000 ",2013,7.1
Pieta,"$3,600,000 ","$22,100 ",2013,7.1
Mental,"$3,600,000 ","$17,700 ",2013,7.1
The To-Do List,"$3,600,000 ","$3,500,000 ",2013,7.1
Mr. Nobody,"$3,500,000 ","$3,600 ",2013,7.1
Emperor,"$3,300,000 ","$3,300,000 ",2013,7.1
Stand Up Guys,"$3,300,000 ","$3,300,000 ",2013,7.1
In a World,"$3,000,000 ","$3,000,000 ",2013,7.1
Ram-Leela,"$2,700,000 ","$2,700,000 ",2013,7.1
Capital,"$2,500,000 ","$102,000 ",2013,-1
The East,"$2,400,000 ","$2,300,000 ",2013,6.8
I'm In Love With a Church Girl,"$2,400,000 ","$2,400,000 ",2013,6.8
No (2013),"$2,300,000 ","$2,300,000 ",2013,6.8
Renoir,"$2,300,000 ","$2,300,000 ",2013,6.8
The Christmas Candle,"$2,300,000 ","$2,300,000 ",2013,6.2
Reality (2013),"$2,200,000 ","$72,600 ",2013,6.2
Krrish 3,"$2,200,000 ","$2,200,000 ",2013,5.2
Austenland,"$2,200,000 ","$2,200,000 ",2013,6.3
The Sorcerer and the White Snake,"$2,100,000 ","$18,800 ",2013,6.3
The Snitch Cartel,"$2,100,000 ", $-   ,2013,6.3
The Iceman (2013),"$2,000,000 ","$2,000,000 ",2013,6.3
All the Boys Love Mandy Lane,"$1,900,000 ", $-   ,2013,6.3
Fill the Void,"$1,800,000 ","$1,800,000 ",2013,6.3
Starbuck (U.S. only),"$1,700,000 ","$340,000 ",2013,6.3
Bhaag Milkha Bhaag,"$1,600,000 ","$1,600,000 ",2013,8.2
Therese,"$1,600,000 ","$102,000 ",2013,8.2
Stories We Tell,"$1,600,000 ","$1,600,000 ",2013,8.2
Lovelace,"$1,600,000 ","$357,000 ",2013,6.2
Race 2,"$1,600,000 ","$1,600,000 ",2013,5.3
Disconnect,"$1,400,000 ","$1,400,000 ",2013,5.3
Girl Most Likely,"$1,400,000 ","$1,400,000 ",2013,5.3
Wadjda (U.S. only),"$1,300,000 ","$1,300,000 ",2013,5.3
The Kings of Summer,"$1,300,000 ","$1,300,000 ",2013,7.1
The Invisible Woman,"$1,200,000 ","$1,200,000 ",2013,6.1
Violeta Went to Heaven,"$1,200,000 ","$21,500 ",2013,6.1
Romeo and Juliet (2013),"$1,200,000 ","$1,200,000 ",2013,6.1
Still Mine,"$1,200,000 ","$1,200,000 ",2013,6.1
The Wall (2013),"$1,200,000 ","$38,700 ",2013,6.1
Kai Po Che,"$1,100,000 ","$1,100,000 ",2013,6.1
What Maisie Knew,"$1,100,000 ","$1,100,000 ",2013,6.1
Thanks for Sharing,"$1,100,000 ","$1,100,000 ",2013,6.1
Ain't Them Bodies Saints,"$1,000,000 ","$397,000 ",2013,6.4
Kill Your Darlings,"$1,000,000 ","$1,000,000 ",2013,6.5
Short Term 12,"$1,000,000 ","$1,000,000 ",2013,8
Ginger & Rosa,"$1,000,000 ","$1,000,000 ",2013,8
Lore,"$970,000 ","$970,000 ",2013,8
Raanjhana,"$903,000 ","$903,000 ",2013,8
6 Souls,"$852,000 ", $-   ,2013,8
Generation Iron,"$850,000 ","$850,000 ",2013,7.1
The Monk,"$808,000 ","$13,500 ",2013,7.1
Satyagraha,"$739,000 ","$739,000 ",2013,5.9
Hannah Arendt,"$717,000 ","$717,000 ",2013,5.9
Besharam,"$680,000 ","$680,000 ",2013,3.6
Salinger,"$651,000 ","$584,000 ",2013,6.7
The Hunt,"$613,000 ","$613,000 ",2013,6.7
Walking the Camino: Six Ways to Santiago,"$613,000 ","$613,000 ",2013,7.2
To The Wonder,"$588,000 ","$588,000 ",2013,7.2
Lootera,"$582,000 ","$582,000 ",2013,-1
Museum Hours,"$561,000 ","$561,000 ",2013,-1
The Reluctant Fundamentalist,"$553,000 ","$553,000 ",2013,-1
You Ain't Seen Nothin' Yet,"$507,000 ","$18,900 ",2013,-1
The Inevitable Defeat of Mister and Pete,"$495,000 ","$495,000 ",2013,-1
Act of Killing,"$487,000 ","$487,000 ",2013,-1
Sound City,"$423,000 ","$423,000 ",2013,7.8
Shadow Dancer,"$420,000 ","$101,000 ",2013,7.8
A Hijacking,"$414,000 ","$414,000 ",2013,7.8
Grand Masti,"$414,000 ","$414,000 ",2013,4.3
Phata Poster Nikla Hero,"$411,000 ","$411,000 ",2013,4.3
The Armstrong Lie,"$383,000 ","$383,000 ",2013,7.3
Tai Chi Hero,"$382,000 ","$35,100 ",2013,7.3
At Any Price,"$381,000 ","$381,000 ",2013,7.3
Shootout at Wadala,"$370,000 ","$370,000 ",2013,5.9
Gori Tere Pyaar Mein,"$342,000 ","$342,000 ",2013,5.9
Adore,"$319,000 ","$319,000 ",2013,6.2
A Bottle in the Gaza Sea,"$312,000 ","$5,900 ",2013,6.2
Go Goa Gone,"$298,000 ","$298,000 ",2013,6.6
Blancanieves,"$280,000 ","$280,000 ",2013,6.6
Himmatwala,"$271,000 ","$271,000 ",2013,1.7
Great Expectations (2013),"$259,000 ","$259,000 ",2013,1.7
The Silence,"$232,000 ","$100,000 ",2013,1.7
Singh Saab The Great,"$226,000 ","$226,000 ",2013,1.7
ABCD (Any Body Can Dance),"$222,000 ","$222,000 ",2013,6.3
Arthur Newman,"$208,000 ","$208,000 ",2013,6.3
Ghanchakkar,"$203,000 ","$203,000 ",2013,5.8
Midnight's Children,"$190,000 ","$190,000 ",2013,5.8
R... Rajkumar,"$167,000 ","$167,000 ",2013,5.2
We Steal Secrets: The Story of Wikileaks,"$166,000 ","$166,000 ",2013,5.2
The Patience Stone,"$149,000 ","$149,000 ",2013,5.2
Rangeelay,"$148,000 ","$148,000 ",2013,4.8
Drug War,"$128,000 ","$128,000 ",2013,4.8
Beyond the Hills,"$125,000 ","$125,000 ",2013,4.8
Storm Surfers 3D,"$117,000 ","$117,000 ",2013,4.8
Yossi,"$117,000 ","$117,000 ",2013,4.8
Spinning Plates,"$112,000 ","$112,000 ",2013,4.8
Ek Thi Daayan,"$112,000 ","$112,000 ",2013,5.7
The English Teacher,"$105,000 ","$105,000 ",2013,5.8
Man of Tai Chi,"$100,000 ","$100,000 ",2013,6.1
Passion,"$92,200 ","$92,200 ",2013,6.1
Byzantium,"$89,200 ","$89,200 ",2013,6.1
The Rooftop,"$85,800 ","$85,800 ",2013,5.9
We Are What We Are,"$81,400 ","$81,400 ",2013,5.9
Stuck in Love,"$81,100 ","$81,100 ",2013,5.9
More Than Honey,"$79,800 ","$79,800 ",2013,5.9
Caesar Must Die,"$76,900 ","$76,900 ",2013,5.9
Leviathan (2013),"$76,200 ","$76,200 ",2013,5.9
No One Lives,"$74,900 ","$74,900 ",2013,5.9
War Witch,"$70,500 ","$70,500 ",2013,5.9
The Pervert's Guide to Ideology,"$68,000 ","$68,000 ",2013,5.9
My Lucky Star,"$64,400 ","$64,400 ",2013,5
Becoming Traviata,"$62,700 ","$62,700 ",2013,5
Sightseers,"$61,800 ","$61,800 ",2013,5
The Canyons,"$56,800 ","$56,800 ",2013,3.8
Table No. 21,"$46,700 ","$46,700 ",2013,7.1
Wish You Were Here (2013),"$46,300 ","$46,300 ",2013,7.1
A Glimpse Inside the Mind of Charles Swan III,"$45,400 ","$45,400 ",2013,7.1
The We and the I,"$42,200 ","$42,200 ",2013,7.1
Killing Season,"$39,900 ","$39,900 ",2013,5.4
Post Tenebras Lux,"$39,200 ","$39,200 ",2013,5.4
Rising From Ashes,"$38,600 ","$38,600 ",2013,5.4
Berberian Sound Studio,"$38,500 ","$38,500 ",2013,5.4
Ip Man: The Final Fight,"$37,900 ","$37,900 ",2013,6.2
Redemption (2013),"$36,900 ","$36,900 ",2013,6.2
Camille Claudel 1915,"$35,300 ","$35,300 ",2013,6.5
Bastards,"$24,500 ","$24,500 ",2013,6.1
Paradise: Love,"$24,300 ","$24,300 ",2013,6.1
Our Children,"$23,200 ","$23,200 ",2013,6.1
V/H/S/2,"$21,800 ","$21,800 ",2013,6
The Look of Love,"$21,300 ","$21,300 ",2013,6
The Painting (2013),"$21,000 ","$21,000 ",2013,6
Terraferma,"$20,000 ","$20,000 ",2013,6
Love and Honor (2013),"$19,700 ","$19,700 ",2013,6
Nostalghia,"$18,800 ","$18,800 ",2013,6
Casting By,"$18,200 ","$18,200 ",2013,6
Violet & Daisy,"$17,200 ","$17,200 ",2013,6
Jayne Mansfield's Car,"$14,800 ","$14,800 ",2013,6
A Wedding Invitation,"$14,400 ","$14,400 ",2013,6.1
Red Obsession,"$13,200 ","$13,200 ",2013,6.7
The Selfish Giant,"$12,200 ","$12,200 ",2013,7.3
Charlie Countryman,"$11,700 ","$11,700 ",2013,6.4
Just Like a Woman,"$11,400 ","$11,400 ",2013,6.4
So Young,"$11,200 ","$11,200 ",2013,6.4
In the Name Of,"$9,900 ","$9,900 ",2013,6.4
InchAllah (U.S. only),"$9,800 ","$9,800 ",2013,6.4
Welcome to the Punch,"$9,700 ","$9,700 ",2013,6.1
Clandestine Childhood,"$9,000 ","$9,000 ",2013,6.1
Argento's Dracula 3D,"$8,100 ","$8,100 ",2013,6.1
Finding Mr. Right,"$6,900 ","$6,900 ",2013,6.4
Paradise: Hope,"$6,700 ","$6,700 ",2013,6.7
Paradise: Faith,"$6,500 ","$6,500 ",2013,6.7
The Guillotines,"$5,300 ","$5,300 ",2013,6.7
The Stroller Strategy,"$3,500 ","$3,500 ",2013,6.7
What Richard Did,"$2,700 ","$2,700 ",2013,6.7
Caught in the Web,"$1,100 ","$1,100 ",2013,6.7
I Spit on Your Grave 2,$800 ,$800 ,2013,5.7
Into the White,$700 ,$700 ,2013,5.7
Storage 24,$100 ,$100 ,2013,5.7
Transformers: Age of Extinction,"$1,104,100,000 ","$245,400,000 ",2014,5.6
The Hobbit: The Battle of the Five Armies,"$956,000,000 ","$255,100,000 ",2014,7.4
Guardians of the Galaxy,"$773,300,000 ","$333,200,000 ",2014,8.1
Maleficent,"$758,500,000 ","$241,400,000 ",2014,7
The Hunger Games: Mockingjay - Part 1,"$755,400,000 ","$337,100,000 ",2014,6.6
X-Men: Days of Future Past,"$747,900,000 ","$233,900,000 ",2014,8
Captain America: The Winter Soldier,"$714,300,000 ","$259,800,000 ",2014,7.8
Dawn of the Planet of the Apes,"$710,600,000 ","$208,500,000 ",2014,7.6
The Amazing Spider-Man 2,"$709,000,000 ","$202,900,000 ",2014,6.6
Interstellar,"$677,500,000 ","$188,000,000 ",2014,8.6
Big Hero 6,"$657,800,000 ","$222,500,000 ",2014,7.8
How to Train Your Dragon 2,"$621,500,000 ","$177,000,000 ",2014,7.8
American Sniper,"$547,400,000 ","$350,100,000 ",2014,7.3
Godzilla (2014),"$529,100,000 ","$200,700,000 ",2014,7.3
Rio 2,"$500,100,000 ","$131,500,000 ",2014,6.3
Teenage Mutant Ninja Turtles (2014),"$493,300,000 ","$191,200,000 ",2014,6.3
The LEGO Movie,"$469,200,000 ","$257,800,000 ",2014,6.3
Lucy,"$463,400,000 ","$126,700,000 ",2014,6.4
Penguins of Madagascar,"$373,000,000 ","$83,400,000 ",2014,6.7
Edge of Tomorrow,"$370,500,000 ","$100,200,000 ",2014,7.9
Gone Girl,"$369,300,000 ","$167,800,000 ",2014,8.1
Night at the Museum: Secret of the Tomb,"$363,200,000 ","$113,700,000 ",2014,6.2
Noah,"$362,600,000 ","$101,200,000 ",2014,5.8
The Maze Runner,"$348,300,000 ","$102,400,000 ",2014,6.8
300: Rise of An Empire,"$337,600,000 ","$106,600,000 ",2014,6.8
22 Jump Street,"$331,300,000 ","$191,700,000 ",2014,7
The Fault in our Stars,"$307,200,000 ","$124,900,000 ",2014,7
Divergent,"$288,900,000 ","$150,900,000 ",2014,6.7
Mr. Peabody & Sherman,"$275,700,000 ","$111,500,000 ",2014,6.8
Neighbors,"$270,700,000 ","$150,200,000 ",2014,6.3
Exodus: Gods and Kings,"$268,200,000 ","$65,000,000 ",2014,6
Annabelle,"$257,000,000 ","$84,300,000 ",2014,-1
Hercules (2014),"$244,800,000 ","$72,700,000 ",2014,-1
RoboCop (2014),"$242,700,000 ","$58,600,000 ",2014,-1
The Imitation Game,"$233,600,000 ","$91,100,000 ",2014,8
Non-Stop,"$222,800,000 ","$92,200,000 ",2014,7
Dracula Untold,"$217,100,000 ","$56,300,000 ",2014,6.3
The Expendables 3,"$214,700,000 ","$39,300,000 ",2014,6.1
Into the Woods,"$213,100,000 ","$128,000,000 ",2014,5.9
Fury (2014),"$211,800,000 ","$85,800,000 ",2014,5.9
Journey to the West,"$205,600,000 ","$18,100 ",2014,6.8
Need for Speed,"$203,300,000 ","$43,600,000 ",2014,6.5
The Other Woman (2014),"$196,700,000 ","$83,900,000 ",2014,6.5
The Equalizer,"$192,300,000 ","$101,500,000 ",2014,7.2
Breakup Buddies,"$189,000,000 ","$778,000 ",2014,6.4
The Grand Budapest Hotel,"$174,800,000 ","$59,300,000 ",2014,8.1
Dumb and Dumber To,"$169,800,000 ","$86,200,000 ",2014,5.6
Unbroken,"$163,400,000 ","$115,600,000 ",2014,7.2
Into The Storm,"$161,700,000 ","$47,600,000 ",2014,7.2
The Monuments Men,"$155,000,000 ","$78,000,000 ",2014,6.1
Ride Along,"$154,500,000 ","$134,900,000 ",2014,6.2
Planes: Fire & Rescue,"$151,400,000 ","$59,200,000 ",2014,6
Let's Be Cops,"$138,200,000 ","$82,400,000 ",2014,6.4
Jack Ryan: Shadow Recruit,"$135,500,000 ","$50,600,000 ",2014,6.2
Annie (2014),"$133,800,000 ","$85,900,000 ",2014,6.2
Blended,"$128,000,000 ","$46,300,000 ",2014,6.5
Sex Tape,"$126,100,000 ","$38,500,000 ",2014,5.1
The Theory of Everything,"$123,700,000 ","$35,900,000 ",2014,7.7
The Nut Job,"$120,900,000 ","$64,300,000 ",2014,8.3
The Wind Rises,"$117,900,000 ","$5,200,000 ",2014,8.3
Pompeii,"$117,800,000 ","$23,200,000 ",2014,7.5
The Admiral: Roaring Currents,"$112,200,000 ","$2,600,000 ",2014,7.5
The Purge: Anarchy,"$111,900,000 ","$72,000,000 ",2014,6.4
The Boxtrolls,"$109,300,000 ","$50,800,000 ",2014,6.8
Horrible Bosses 2,"$107,700,000 ","$54,400,000 ",2014,6.3
Ouija,"$103,600,000 ","$50,900,000 ",2014,-1
Birdman,"$103,200,000 ","$42,300,000 ",2014,-1
Transcendence,"$103,000,000 ","$23,000,000 ",2014,6.6
"Alexander and the Terrible, Horrible, No Good, Very Bad Day","$101,400,000 ","$67,000,000 ",2014,6.2
Heaven is for Real,"$101,300,000 ","$91,400,000 ",2014,6.2
Tammy,"$100,500,000 ","$84,500,000 ",2014,4.9
P.K.,"$100,400,000 ","$10,600,000 ",2014,4.9
The Book of Life (2014),"$99,800,000 ","$50,200,000 ",2014,4.9
Paranormal Activity: The Marked Ones,"$90,900,000 ","$32,500,000 ",2014,5
The Hundred-Foot Journey,"$88,900,000 ","$54,200,000 ",2014,7.3
John Wick,"$88,800,000 ","$43,000,000 ",2014,7.4
Deliver Us From Evil,"$87,900,000 ","$30,600,000 ",2014,7.4
A Million Ways to Die in the West,"$87,200,000 ","$43,100,000 ",2014,6.1
Snowpiercer,"$86,800,000 ","$4,600,000 ",2014,6.1
Step Up All In,"$86,200,000 ","$14,900,000 ",2014,6
The Judge,"$84,400,000 ","$47,100,000 ",2014,7.4
Muppets Most Wanted,"$80,400,000 ","$51,200,000 ",2014,6.4
If I Stay,"$78,900,000 ","$50,500,000 ",2014,6.7
"I, Frankenstein","$71,200,000 ","$19,100,000 ",2014,5.1
The Attorney,"$70,600,000 ","$557,000 ",2014,5.1
Think Like a Man Too,"$70,200,000 ","$65,200,000 ",2014,5.8
Brick Mansions,"$68,900,000 ","$20,400,000 ",2014,5.7
Stalingrad (2014),"$68,100,000 ","$1,000,000 ",2014,5.7
Son of God,"$67,800,000 ","$59,700,000 ",2014,5.7
Jersey Boys,"$67,700,000 ","$47,000,000 ",2014,6.8
The Giver,"$67,000,000 ","$45,100,000 ",2014,6.5
Selma,"$66,800,000 ","$52,100,000 ",2014,7.5
God's Not Dead,"$64,700,000 ","$60,800,000 ",2014,4.7
Thunder and the House of Magic!,"$64,200,000 ","$4,100 ",2014,4.7
Begin Again,"$63,500,000 ","$16,200,000 ",2014,4.7
The Legend of Hercules,"$61,300,000 ","$18,800,000 ",2014,4.2
Evangelion: 3.0 You Can (Not) Redo,"$60,500,000 ","$175,000 ",2014,4.2
Dolphin Tale 2,"$57,800,000 ","$42,000,000 ",2014,6.4
St. Vincent,"$54,800,000 ","$44,100,000 ",2014,7.2
No Good Deed (2014),"$54,300,000 ","$52,500,000 ",2014,7.2
A Walk Among the Tombstones,"$53,200,000 ","$26,300,000 ",2014,6.5
3 Days to Kill,"$52,600,000 ","$30,700,000 ",2014,6.2
Wild (2014),"$52,500,000 ","$37,900,000 ",2014,6.2
Magic in the Moonlight,"$51,000,000 ","$10,500,000 ",2014,6.6
Dragon Ball Z: Battle of Gods,"$50,400,000 ","$2,600,000 ",2014,6.6
About Last Night (2014),"$49,000,000 ","$48,600,000 ",2014,6.6
Whiplash,"$49,000,000 ","$13,100,000 ",2014,8.5
Chef,"$46,000,000 ","$31,400,000 ",2014,7.3
Earth to Echo,"$45,300,000 ","$38,900,000 ",2014,5.8
Boyhood,"$44,500,000 ","$25,400,000 ",2014,5.8
Oculus,"$44,000,000 ","$27,700,000 ",2014,5.8
Bang Bang,"$42,000,000 ","$2,500,000 ",2014,5.5
As Above/So Below,"$41,900,000 ","$21,300,000 ",2014,5.5
This is Where I Leave You,"$41,300,000 ","$34,300,000 ",2014,5.5
That Awkward Moment,"$40,500,000 ","$26,100,000 ",2014,6.1
Frank Miller's Sin City: A Dame to Kill For,"$39,400,000 ","$13,800,000 ",2014,6.1
The Gambler,"$39,300,000 ","$33,700,000 ",2014,-1
Million Dollar Arm,"$39,200,000 ","$36,500,000 ",2014,7
Nightcrawler,"$38,700,000 ","$32,400,000 ",2014,7.9
Devil's Due,"$36,900,000 ","$15,800,000 ",2014,4.1
A Most Wanted Man,"$36,200,000 ","$17,200,000 ",2014,6.8
The Best of Me,"$35,900,000 ","$26,800,000 ",2014,6.7
Endless Love (2014),"$34,700,000 ","$23,400,000 ",2014,6.7
Get On Up,"$33,400,000 ","$30,700,000 ",2014,6.7
The November Man,"$32,600,000 ","$25,000,000 ",2014,6.3
The Pirates,"$32,500,000 ","$416,000 ",2014,6.3
Winter's Tale,"$31,100,000 ","$12,600,000 ",2014,6.2
When the Game Stands Tall,"$30,100,000 ","$30,100,000 ",2014,6.7
Draft Day,"$29,500,000 ","$28,800,000 ",2014,-1
Big Eyes,"$29,300,000 ","$14,500,000 ",2014,7.2
The Divine Move,"$27,900,000 ","$137,000 ",2014,6.7
Top Five,"$26,100,000 ","$25,300,000 ",2014,6.4
Iceman (2014),"$26,000,000 ","$7,700 ",2014,6.4
And So It Goes,"$25,300,000 ","$15,200,000 ",2014,5.8
On the Other Side of the Tracks,"$25,100,000 ","$9,600 ",2014,5.8
The Players,"$24,600,000 ","$10,900 ",2014,5.8
The Tale of The Princess Kaguya,"$24,200,000 ","$703,000 ",2014,5.8
A Haunted House 2,"$24,000,000 ","$17,300,000 ",2014,4.7
The Railway Man,"$22,300,000 ","$4,400,000 ",2014,4.7
Mr. Turner,"$22,200,000 ","$4,000,000 ",2014,6.8
The Suspect (2014),"$21,600,000 ","$219,000 ",2014,6.8
Bears,"$21,300,000 ","$17,800,000 ",2014,7.4
Yves Saint Laurent,"$21,000,000 ","$724,000 ",2014,6.3
Labor Day,"$20,300,000 ","$13,400,000 ",2014,6.3
"Like Father, Like Son (2014)","$20,000,000 ","$335,000 ",2014,6.3
Left Behind (2014),"$19,700,000 ","$14,000,000 ",2014,6.3
Legends of Oz: Dorothy's Return,"$18,700,000 ","$8,500,000 ",2014,6.3
The Drop,"$18,700,000 ","$10,700,000 ",2014,7.1
The Quiet Ones,"$17,800,000 ","$8,500,000 ",2014,5.1
Sabotage (2014),"$17,500,000 ","$10,500,000 ",2014,5.1
Addicted,"$17,400,000 ","$17,400,000 ",2014,5.2
Road to Ninja - Naruto the Movie,"$17,300,000 ","$43,200 ",2014,5.2
Calvary,"$16,900,000 ","$3,600,000 ",2014,7.4
The Pyramid,"$16,900,000 ","$2,800,000 ",2014,4.6
Tyler Perry's The Single Moms Club,"$16,300,000 ","$16,000,000 ",2014,4.6
Beyond Outrage,"$16,200,000 ","$3,900 ",2014,4.6
Before I Go To Sleep,"$15,400,000 ","$3,200,000 ",2014,4.6
Vampire Academy,"$15,400,000 ","$7,800,000 ",2014,5.5
Inherent Vice,"$14,700,000 ","$8,100,000 ",2014,6.7
Island of Lemurs: Madagascar (IMAX),"$14,100,000 ","$11,300,000 ",2014,6.7
The Two Faces of January,"$13,600,000 ","$507,000 ",2014,6.2
Fading Gigolo,"$13,400,000 ","$3,800,000 ",2014,6.2
Foxcatcher,"$12,100,000 ","$12,100,000 ",2014,7
A Most Violent Year,"$12,000,000 ","$5,700,000 ",2014,7
The Interview (2014),"$11,300,000 ","$6,100,000 ",2014,7
One Chance,"$10,900,000 ","$101,000 ",2014,7
Bicycling with Moliere,"$10,800,000 ","$59,900 ",2014,7
Belle,"$10,700,000 ","$10,700,000 ",2014,7
Wetlands,"$10,600,000 ","$59,500 ",2014,7
Moms' Night Out,"$10,400,000 ","$10,400,000 ",2014,5.4
The Babadook,"$10,300,000 ","$964,000 ",2014,6.8
Nymphomaniac: Volume I,"$10,300,000 ","$786,000 ",2014,6.8
Gladiators of Rome,"$10,100,000 ","$8,200 ",2014,6.8
Mood Indigo,"$9,800,000 ","$303,000 ",2014,6.8
Alan Partridge: The Movie,"$9,700,000 ","$153,000 ",2014,6.8
Venus in Fur,"$8,400,000 ","$374,000 ",2014,6.8
Filth,"$8,300,000 ","$34,400 ",2014,6.8
What If (2014),"$7,800,000 ","$3,500,000 ",2014,6.8
Finding Fanny,"$7,700,000 ","$616,000 ",2014,5.8
Pride (2014),"$7,500,000 ","$1,400,000 ",2014,5.8
Chinese Puzzle,"$7,500,000 ","$339,000 ",2014,5.8
A Long Way Down,"$7,200,000 ","$13,300 ",2014,6.4
Jessabelle,"$7,000,000 ", $-   ,2014,5.4
"Two Days, One Night","$6,900,000 ","$1,400,000 ",2014,7.3
A Letter to Momo,"$6,700,000 ","$71,700 ",2014,7.3
Cantinflas,"$6,400,000 ","$6,400,000 ",2014,6.6
Le Chef,"$6,300,000 ","$343,000 ",2014,6.6
Mas Negro Que La Noche,"$6,100,000 ","$870,000 ",2014,6.6
French Gigolo (Cliente),"$6,000,000 ","$3,000 ",2014,6.6
The Trip to Italy,"$5,900,000 ","$2,900,000 ",2014,6.6
The Immigrant,"$5,900,000 ","$2,000,000 ",2014,-1
Wish I Was Here,"$5,500,000 ","$3,600,000 ",2014,6.7
Under the Skin (2014),"$5,400,000 ","$2,600,000 ",2014,6.7
The Skeleton Twins,"$5,300,000 ","$5,300,000 ",2014,6.8
The French Minister,"$5,100,000 ","$12,000 ",2014,6.8
Ernest & Celestine,"$5,100,000 ","$262,000 ",2014,6.8
Tracks (2014),"$4,900,000 ","$510,000 ",2014,6.8
The Love Punch,"$4,800,000 ","$267,000 ",2014,6.8
Dear White People,"$4,400,000 ","$4,400,000 ",2014,6.1
The Lunchbox,"$4,200,000 ","$4,200,000 ",2014,6.1
My Old Lady,"$4,000,000 ","$4,000,000 ",2014,6.3
Diplomacy,"$3,900,000 ","$231,000 ",2014,7.1
Horns,"$3,900,000 ","$174,000 ",2014,7.1
Ida,"$3,800,000 ","$3,800,000 ",2014,7.1
14 Blades,"$3,800,000 ", $-   ,2014,7.1
Ragnarok,"$3,700,000 ","$1,400 ",2014,6
Veronica Mars,"$3,500,000 ","$3,300,000 ",2014,6.8
Mommy,"$3,500,000 ","$3,500,000 ",2014,8.1
Jack and the Cuckoo-Clock Heart,"$3,400,000 ", $-   ,2014,8.1
The Grand Seduction,"$3,400,000 ","$3,400,000 ",2014,8.1
Enemy,"$3,400,000 ","$1,000,000 ",2014,8.1
Words and Pictures,"$3,300,000 ","$2,200,000 ",2014,8.1
The Protector 2,"$3,300,000 ","$2,500 ",2014,8.1
The Rover,"$3,200,000 ","$1,100,000 ",2014,6.4
The Mystery of Happiness,"$3,200,000 ","$8,500 ",2014,6.1
Rosewater,"$3,100,000 ","$3,100,000 ",2014,6.6
Obvious Child,"$3,100,000 ","$3,100,000 ",2014,6.8
The German Doctor,"$3,000,000 ","$418,000 ",2014,6.8
Citizenfour,"$3,000,000 ","$2,800,000 ",2014,8.1
A Coffee in Berlin,"$2,800,000 ","$150,000 ",2014,8.1
The Good Lie,"$2,700,000 ","$2,700,000 ",2014,7.4
The Raid 2,"$2,600,000 ","$2,600,000 ",2014,8
Living is Easy with Eyes Closed,"$2,600,000 ","$11,600 ",2014,8
A Five Star Life,"$2,500,000 ","$307,000 ",2014,8
Kick,"$2,500,000 ","$2,500,000 ",2014,5.3
Kill the Messenger,"$2,500,000 ","$2,500,000 ",2014,6.9
The Homesman,"$2,400,000 ","$2,400,000 ",2014,6.6
Blood Ties (2014),"$2,400,000 ","$42,500 ",2014,6.6
The Guest (2014),"$2,400,000 ","$333,000 ",2014,6.6
Life of Riley,"$2,300,000 ","$11,600 ",2014,6
Ode to My Father,"$2,300,000 ","$2,300,000 ",2014,7.8
Love is Strange,"$2,300,000 ","$2,300,000 ",2014,7.8
Marius,"$2,200,000 ","$9,800 ",2014,7.8
"Men, Women & Children","$2,200,000 ","$706,000 ",2014,6.7
2 States,"$2,200,000 ","$2,200,000 ",2014,6.9
Nymphomaniac: Volume II,"$2,200,000 ","$327,000 ",2014,6.9
